term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Autumn and spring term,201415,National,E92000001,England,State-funded secondary,First language,First_language_Known_or_believed_to_be_other_than_English,422930,102282974,4459902,3197284,1262618,4.4,3.1,1.2,44845,10.6,10060715,1721764,1000803,720961,17.1,9.9,7.2,2446052,313266,49148,9496,813,42583,.,98098,230027,3189483,249212,46500,820551,141437,1257700,4447183
Autumn and spring term,201415,National,E92000001,England,State-funded secondary,First language,First_language_Unclassified,7985,1858084,100030,70924,29106,5.4,3.8,1.6,1205,15.1,250681,48920,28667,20253,19.5,11.4,8.1,54539,6339,465,214,77,665,.,3090,5462,70851,2829,1280,21587,3395,29091,99942
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Total,Total,6417375,1621608727,71314855,56300597,15014258,4.4,3.5,0.9,686610,10.7,161956126,27892193,18761395,9130798,17.2,11.6,5.6,43602079,4810513,991250,90128,139559,1629514,.,929838,3967966,56160847,3278449,981469,9267154,1454716,14981788,71142635
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Gender,Gender_male,3264855,824881515,35916387,28340393,7575994,4.4,3.4,0.9,344655,10.6,81178510,13960491,9383926,4576565,17.2,11.6,5.6,21734472,2361219,512478,48709,71869,815976,.,699913,2011456,28256092,1641183,508317,4662453,745533,7557486,35813578
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Gender,Gender_female,3152520,796727212,35398468,27960204,7438264,4.4,3.5,0.9,341950,10.8,80777616,13931702,9377469,4554233,17.2,11.6,5.6,21867607,2449294,478772,41419,67690,813538,.,229925,1956510,27904755,1637266,473152,4604701,709183,7424302,35329057
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_White_Total,4881755,1248288403,55887773,44588307,11299466,4.5,3.6,0.9,530825,10.9,128155750,22362447,15255207,7107240,17.4,11.9,5.5,35274894,3848605,71537,70731,135968,1276720,.,726124,3093111,44497690,2265548,747270,7235624,1034659,11283101,55780791
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_British,4531115,1161817970,51149626,41201727,9947899,4.4,3.5,0.9,475940,10.5,115738796,20129996,13896589,6233407,17.4,12,5.4,32715606,3579583,35110,67710,45038,1181437,.,678672,2819580,41122736,2007142,692037,6339003,896328,9934510,51057246
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Irish,19715,4998586,245252,192917,52335,4.9,3.9,1,2520,12.8,587449,106295,70266,36029,18.1,12,6.1,145081,16782,348,412,2621,4074,.,2820,19397,191535,7182,3560,34898,6452,52092,243627
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,5015,1094978,196138,113851,82287,17.9,10.4,7.5,3050,60.8,632336,173842,98246,75596,27.5,15.5,12,48111,4325,151,23,40745,759,.,3601,16005,113720,3673,3596,68375,6623,82267,195987
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,19910,4598262,573909,319468,254441,12.5,6.9,5.5,9425,47.3,2084045,452856,237238,215618,21.7,11.4,10.3,202195,20547,499,56,45123,2447,.,10857,37474,319198,15797,9080,208345,21023,254245,573443
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,306000,75778607,3722848,2760344,962504,4.9,3.6,1.3,39890,13,9113124,1499458,952868,546590,16.5,10.5,6,2163901,227368,35429,2530,2441,88003,.,30174,200655,2750501,231754,38997,585003,104233,959987,3710488
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Mixed_Total,308510,77921110,3647779,2754043,893736,4.7,3.5,1.1,37890,12.3,8954020,1530646,973358,557288,17.1,10.9,6.2,2099056,225618,48558,4070,466,80000,.,60618,226219,2744605,152562,82218,561035,94898,890713,3635318
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,90965,23032119,1215935,881022,334913,5.3,3.8,1.5,13745,15.1,3276632,575904,353012,222892,17.6,10.8,6.8,681591,71139,1552,852,32,15657,.,30211,76744,877778,35206,35037,226277,36848,333368,1211146
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,38625,9677932,413678,312232,101446,4.3,3.2,1,4125,10.7,948143,159172,101218,57954,16.8,10.7,6.1,238090,26008,5330,360,74,8639,.,6224,26556,311281,19548,9569,60464,11680,101261,412542
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,69820,17742484,772715,609813,162902,4.4,3.4,0.9,7355,10.5,1750553,293950,195872,98078,16.8,11.2,5.6,459676,48584,20642,1273,133,23362,.,7154,46917,607741,39775,11959,95714,15003,162451,770192
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,109105,27468575,1245451,950976,294475,4.5,3.5,1.1,12665,11.6,2978692,501620,323256,178364,16.8,10.9,6,719699,79887,21034,1585,227,32342,.,17029,76002,947805,58033,25653,178580,31367,293633,1241438
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Asian_Total,633360,160758943,6834138,5309244,1524894,4.3,3.3,0.9,61100,9.6,14578232,2228075,1438972,789103,15.3,9.9,5.4,3687694,393754,664981,10129,267,170197,.,43091,316230,5286343,586317,57717,720332,154316,1518682,6805025
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Indian,166230,42498895,1489145,1202144,287001,3.5,2.8,0.7,11575,7,2760291,409429,279107,130322,14.8,10.1,4.7,870933,96980,71925,4704,47,63066,.,5288,86783,1199726,146856,10376,107425,21696,286353,1486079
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Pakistani,259350,66010373,3212618,2428540,784078,4.9,3.7,1.2,30580,11.8,7374763,1139390,709332,430058,15.4,9.6,5.8,1626770,172498,411025,2596,184,58577,.,24540,124844,2421034,301651,27695,380291,72313,781950,3202984
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,103795,26275543,1182347,931975,250372,4.5,3.5,1,10730,10.3,2587186,389624,259529,130095,15.1,10,5,671049,63656,122111,699,17,13724,.,8199,41853,921308,57276,11127,139010,40290,247703,1169011
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,103990,25974132,950028,746585,203443,3.7,2.9,0.8,8215,7.9,1855992,289632,191004,98628,15.6,10.3,5.3,518942,60620,59920,2130,19,34830,.,5064,62750,744275,80534,8519,93606,20017,202676,946951
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Black_Total,343600,85889337,2772650,2058407,714243,3.2,2.4,0.8,23635,6.9,5206692,869886,537498,332388,16.7,10.3,6.4,1415603,202230,119487,2415,82,47061,.,73059,190166,2050103,128194,63331,412694,106296,710515,2760618
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,83030,20928329,874221,626373,247848,4.2,3,1.2,8925,10.7,2091514,355983,216317,139666,17,10.3,6.7,449764,59378,2491,633,12,13583,.,32449,65295,623605,32748,29440,150198,34076,246462,870067
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Black_African,218375,54454098,1519742,1158580,361162,2.8,2.1,0.7,11050,5.1,2293679,375870,236585,139285,16.4,10.3,6.1,771132,116600,109512,1527,62,25827,.,31598,97862,1154120,77435,24014,200830,57072,359351,1513471
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,42195,10506910,378687,273454,105233,3.6,2.6,1,3660,8.7,821499,138033,84596,53437,16.8,10.3,6.5,194707,26252,7484,255,8,7651,.,9012,27009,272378,18011,9877,61666,15148,104702,377080
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Chinese,23710,5969032,141644,114319,27325,2.4,1.9,0.5,975,4.1,222068,32641,21437,11204,14.7,9.7,5,75997,13511,800,502,6,10635,.,304,12174,113929,14632,1616,8197,2724,27169,141098
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Any_Other_Ethnic_Group,101000,24923036,1081442,774262,307180,4.3,3.1,1.2,10505,10.4,2283679,378062,219815,158247,16.6,9.6,6.9,523347,69589,75825,980,466,29715,.,10843,60973,771738,98528,12349,163010,32053,305940,1077678
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minority_Ethnic_Group,1760825,441931891,19215800,14396855,4818945,4.3,3.3,1.1,188985,10.7,43661645,7271761,4549698,2722063,16.7,10.4,6.2,10360985,1173724,946078,21117,92217,432891,.,235367,1079293,14341672,1238639,272464,2761889,528618,4801610,19143282
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Unclassified,125435,17858866,949429,702015,247414,5.3,3.9,1.4,21685,17.3,2555685,490436,315108,175328,19.2,12.3,6.9,525488,57206,10062,1301,2304,15186,.,15799,69093,696439,32668,16968,166262,29770,245668,942107
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_1_and_below,660830,166597271,7395433,6081578,1313855,4.4,3.7,0.8,71730,10.9,16990812,2615897,1919761,696136,15.4,11.3,4.1,4934170,434842,110844,146,20774,237908,.,15357,310650,6064691,420318,119716,645254,124935,1310223,7374914
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_2,633945,160286627,6303044,5099195,1203849,3.9,3.2,0.8,54725,8.6,12954778,1969196,1390090,579106,15.2,10.7,4.5,4046207,381452,107160,138,18473,228351,.,18854,286627,5087262,406545,108639,577640,108752,1201576,6288838
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_3,611150,154508295,5704476,4593697,1110779,3.7,3,0.7,47815,7.8,11257273,1715919,1200071,515848,15.2,10.7,4.6,3600905,348742,103991,145,18926,214035,.,25451,271285,4583480,373608,97314,533234,103724,1107880,5691360
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_4,596560,151169621,5574806,4494386,1080420,3.7,3,0.7,46620,7.8,11063453,1690148,1189901,500247,15.3,10.8,4.5,3517810,337620,101766,168,18277,203485,.,29178,275994,4484298,359833,88797,528111,101354,1078095,5562393
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_5,581960,147950420,5478882,4463027,1015855,3.7,3,0.7,45905,7.9,10955544,1673473,1204412,469061,15.3,11,4.3,3502539,332189,97429,225,16770,191346,.,34402,278544,4453444,333239,79113,502921,98492,1013765,5467209
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_6,559755,143711495,5397176,4420852,976324,3.8,3.1,0.7,44495,7.9,10862174,1661459,1206310,455149,15.3,11.1,4.2,3457898,335737,94428,444,14837,169812,.,36732,301388,4411276,314340,71198,496411,92264,974213,5385489
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_7,533155,135895018,5306061,4448463,857598,3.9,3.3,0.6,46725,8.8,11329494,1857523,1358029,499494,16.4,12,4.4,3564273,340308,79625,117,6904,73852,.,75995,293349,4434423,180036,25762,556912,92653,855363,5289786
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_8,538690,136567769,6396266,5149890,1246376,4.7,3.8,0.9,63140,11.7,15273003,2618344,1819454,798890,17.1,11.9,5.2,3994093,463193,78315,752,5703,92110,.,128384,372418,5134968,234626,43276,843453,122275,1243630,6378598
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_9,549025,139057578,7190890,5589254,1601636,5.2,4,1.2,74705,13.6,18028141,3287022,2172115,1114907,18.2,12,6.2,4230166,562280,76049,153,6265,91984,.,169824,437604,5574325,233344,69609,1138542,157408,1598903,7173228
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_10,559820,142672899,7956994,5921155,2035839,5.6,4.2,1.4,84770,15.1,20702822,4033611,2528565,1505046,19.5,12.2,7.3,4412405,625886,73517,1157,5763,74001,.,209980,505144,5907853,228546,111678,1497479,194027,2031730,7939583
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_11,549890,141957545,8391558,5934619,2456939,5.9,4.2,1.7,87625,15.9,22057491,4567854,2680867,1886987,20.7,12.2,8.6,4301131,643824,67816,85837,3981,51031,.,179788,587192,5920600,186782,164316,1857644,243299,2452041,8372641
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_12_and_above,620,135455,9327,5579,3748,6.9,4.1,2.8,130,21.2,27382,5327,2938,2389,19.5,10.7,8.7,3066,425,63,817,0,86,.,19,1066,5542,127,114,1074,2415,3730,9272
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_Not_followed_or_missing,41980,1098734,209942,98902,111040,19.1,9,10.1,18215,43.4,453759,196420,88882,107538,43.3,19.6,23.7,37416,4015,247,29,2886,1513,.,5874,46705,98685,7105,1937,88479,13118,110639,209324
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,FSM,FSM_eligible,1118645,278318348,18303697,12580596,5723101,6.6,4.5,2.1,230115,20.6,54946871,10137049,6006970,4130079,18.4,10.9,7.5,9538235,1055732,263172,5019,36769,171375,.,389598,1089851,12549751,523429,446929,4198725,542631,5711714,18261465
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,FSM,FSM_Not_eligible,5256850,1342217000,52803208,43622797,9180411,3.9,3.3,0.7,438300,8.3,106561148,17560003,12666573,4893430,16.5,11.9,4.6,34027696,3751024,727833,85080,99904,1456726,.,534370,2831476,43514109,2747915,532644,4980116,899054,9159729,52673838
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,FSM,FSM_unclassified,41880,1073379,207950,97204,110746,19.4,9.1,10.3,18195,43.4,448107,195141,87852,107289,43.5,19.6,23.9,36148,3757,245,29,2886,1413,.,5870,46639,96987,7105,1896,88313,13031,110345,207332
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_No_identified_SEN,5177540,1318661818,52812308,42674778,10137530,4,3.2,0.8,456940,8.8,110557073,18008206,12437717,5570489,16.3,11.3,5,33702859,3464040,802684,78116,83156,1362555,.,382583,2690830,42566823,2663137,630357,5810926,1012644,10117064,52683887
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_With_statement,109040,27389197,1804601,1448282,356319,6.6,5.3,1.3,21440,19.7,5159506,1034779,768292,266487,20.1,14.9,5.2,952469,209926,14098,1476,2296,30010,.,68169,165453,1443897,50333,27400,244283,33383,355399,1799296
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_SEN_without_statement,1088920,274484333,16489996,12080333,4409663,6,4.4,1.6,190040,17.5,45791440,8654067,5467534,3186533,18.9,11.9,7,8910603,1132790,174223,10507,51221,235536,.,473216,1065044,12053140,557874,321816,3123632,395658,4398980,16452120
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_Unclassified,41880,1073379,207950,97204,110746,19.4,9.1,10.3,18195,43.4,448107,195141,87852,107289,43.5,19.6,23.9,36148,3757,245,29,2886,1413,.,5870,46639,96987,7105,1896,88313,13031,110345,207332
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,First language,First_language_Known_or_believed_to_be_English,5306360,1347967825,59586495,47573498,12012997,4.4,3.5,0.9,570285,10.7,136023315,23730074,16202100,7527974,17.4,11.9,5.5,37368699,4113858,214153,78977,135454,1352835,.,829921,3370648,47464545,2350169,866164,7640748,1132331,11989412,59453957
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,First language,First_language_Known_or_believed_to_be_other_than_English,1094825,269789682,11540235,8589735,2950500,4.3,3.2,1.1,114130,10.4,25478330,4077818,2507945,1569873,16,9.8,6.2,6131765,685231,772312,10870,3492,273152,.,96952,585622,8559396,919001,112509,1594788,315601,2941899,11501295
Autumn and spring term,201314,National,E92000001,England,State-funded primary and secondary,First language,First_language_Unclassified,16190,3851220,188125,137364,50761,4.9,3.6,1.3,2195,13.5,454481,84301,51350,32951,18.5,11.3,7.3,101615,11424,4785,281,613,3527,.,2965,11696,136906,9279,2796,31618,6784,50477,187383
Autumn and spring term,201314,National,E92000001,England,State-funded primary,Total,Total,3621075,911885281,35463299,28779960,6683339,3.9,3.2,0.7,318330,8.8,73302942,11279204,8039548,3239656,15.4,11,4.4,22741655,2139814,610508,1252,109631,1232510,.,157966,1721407,28714743,2185223,560886,3292483,628043,6666635,35381378
Autumn and spring term,201314,National,E92000001,England,State-funded primary,Gender,Gender_male,1847865,465143786,18224937,14793611,3431326,3.9,3.2,0.7,165175,8.9,38005799,5922215,4237309,1684906,15.6,11.1,4.4,11586554,1136922,312581,708,54490,618361,.,142616,908409,14760641,1099987,289269,1709871,323441,3422568,18183209
Autumn and spring term,201314,National,E92000001,England,State-funded primary,Gender,Gender_female,1773205,446741495,17238362,13986349,3252013,3.9,3.1,0.7,153160,8.6,35297143,5356989,3802239,1554750,15.2,10.8,4.4,11155101,1002892,297927,544,55141,614149,.,15350,812998,13954102,1085236,271617,1582612,304602,3244067,17198169
Autumn and spring term,201314,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_White_Total,2702000,690633853,26631294,22018055,4613239,3.9,3.2,0.7,228565,8.5,54231416,8348150,6158294,2189856,15.4,11.4,4,17822294,1669966,42983,927,106887,965976,.,124615,1243790,21977438,1465479,416851,2312103,410510,4604943,26582381
